uuid,date,tave,tmin,tmax,heat_index,wind_speed,rh,solar_rad,uv_rad,Barangay,City
CATMS398421,2022-12-29,26.33,25.9,27.07,28.31,1.09,80.32,200.59,25.04,Panubigan,Zamboanga City
CATMS36BAC0,2022-12-29,26.0,25.02,27.95,27.76,1.64,84.03,207.88,25.75,La Paz,Zamboanga City
CATMS3C30F9,2022-12-29,26.19,25.7,27.03,28.0,1.33,80.43,197.64,24.91,Tagasilay,Zamboanga City
CATMS362C13,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Divisoria,Zamboanga City
CATMS36F3D2,2022-12-29,26.47,26.09,27.12,28.61,0.85,80.21,203.54,25.17,Lamisahan,Zamboanga City
CATMS384A3E,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Maasin,Zamboanga City
CATMS3D4E53,2022-12-29,26.27,25.67,27.5,28.22,1.07,81.69,206.83,25.53,Tolosa,Zamboanga City
CATMS340DE8,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Ayala,Zamboanga City
CATMS359D66,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Canelar,Zamboanga City
CATMS3ABE04,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Rio Hondo,Zamboanga City
CATMS3A6869,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Putik,Zamboanga City
CATMS38F574,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Mariki,Zamboanga City
CATMS360F8A,2022-12-29,26.19,25.7,27.03,28.0,1.33,80.43,197.64,24.91,Dita,Zamboanga City
CATMS369E37,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Guiwan,Zamboanga City
CATMS3765F6,2022-12-29,26.47,26.09,27.12,28.61,0.85,80.21,203.54,25.17,Lapakan,Zamboanga City
CATMS39F645,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Barangay Zone I (Pob.),Zamboanga City
CATMS396798,2022-12-29,26.47,26.09,27.12,28.61,0.85,80.21,203.54,25.17,Pangapuyan,Zamboanga City
CATMS3B85C3,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Santa Catalina,Zamboanga City
CATMS3CDC2F,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Tetuan,Zamboanga City
CATMS356454,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Calarian,Zamboanga City
CATMS3BF7E7,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Sinubung,Zamboanga City
CATMS3D8765,2022-12-29,26.07,25.25,27.87,27.83,1.33,83.18,210.13,25.89,Tulungatung,Zamboanga City
CATMS3A84F3,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Quiniput,Zamboanga City
CATMS3F16E4,2022-12-30,25.86,24.59,28.01,27.59,0.74,85.04,189.57,23.95,Watershed Area under Jurisdiction of Zamboanga City,Zamboanga City
CATMS3AF717,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,San Jose Cawa-cawa,Zamboanga City
CATMS35D679,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Culianan,Zamboanga City
CATMS35B9F0,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Cawit,Zamboanga City
CATMS3A4BE1,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Barangay Zone IV (Pob.),Zamboanga City
CATMS350EBA,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Cabatangan,Zamboanga City
CATMS3EDDD2,2022-12-30,25.86,24.59,28.01,27.59,0.74,85.04,189.57,23.95,Pasonanca Natural Park under Jurisdiction of Zamboanga City,Zamboanga City
CATMS388351,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Mampang,Zamboanga City
CATMS396799,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Pangapuyan,Zamboanga City
CATMS34B91F,2022-12-30,25.91,24.68,27.51,27.62,0.57,83.73,188.44,23.92,Bunguiao,Zamboanga City
CATMS3E4F25,2022-12-30,26.57,24.68,28.66,29.22,0.4,83.82,180.16,22.42,Licomo,Zamboanga City
CATMS398422,2022-12-30,25.96,24.77,27.01,27.66,0.74,82.43,187.31,23.9,Panubigan,Zamboanga City
CATMS34800D,2022-12-30,25.96,24.77,27.01,27.66,0.74,82.43,187.31,23.9,Bolong,Zamboanga City
CATMS3C30FA,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Tagasilay,Zamboanga City
CATMS38F575,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Mariki,Zamboanga City
CATMS37496E,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Lanzones,Zamboanga City
CATMS3B3029,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,San Roque,Zamboanga City
CATMS39A0AB,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Pasilmanta (Sacol Island),Zamboanga City
CATMS359D67,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Canelar,Zamboanga City
CATMS340DE9,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Ayala,Zamboanga City
CATMS3E1613,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Capisan,Zamboanga City
CATMS3446FB,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Baluno,Zamboanga City
CATMS392E87,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Muti,Zamboanga City
CATMS3E329C,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Camino Nuevo,Zamboanga City
CATMS3D4E54,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Tolosa,Zamboanga City
CATMS3DC078,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Tumalutab,Zamboanga City
CATMS3ABE05,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Rio Hondo,Zamboanga City
CATMS3DDD01,2022-12-30,26.45,25.07,27.86,28.78,0.52,82.78,184.09,23.08,Tumitus,Zamboanga City
CATMS352B43,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Cacao,Zamboanga City
CATMS3EA4C0,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Victoria,Zamboanga City
CATMS342A72,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Baliwasan,Zamboanga City
CATMS382DB6,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Lunzuran,Zamboanga City
CATMS37F4A4,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Lumayang,Zamboanga City
CATMS3D31CB,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Tigtabon,Zamboanga City
CATMS3A686A,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Putik,Zamboanga City
CATMS39BD34,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Pasonanca,Zamboanga City
CATMS3866C8,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Malagutay,Zamboanga City
CATMS3EC149,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Zambowood,Zamboanga City
CATMS349C96,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Buenavista,Zamboanga City
CATMS389FDA,2022-12-30,26.12,24.93,27.16,27.96,0.75,81.97,192.76,24.89,Manalipa,Zamboanga City
CATMS3E8837,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Pasobolong,Zamboanga City
CATMS366526,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Dulian (Upper Pasonanca),Zamboanga City
CATMS3C4D83,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Taguiti,Zamboanga City
CATMS346384,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Boalan,Zamboanga City
CATMS3C8695,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Talisayan,Zamboanga City
CATMS34D5A8,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Busay (Sacol Island),Zamboanga City
CATMS38112D,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Lumbangan,Zamboanga City
CATMS3D1542,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Tigbalabag,Zamboanga City
CATMS394B10,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Pamucutan,Zamboanga City
CATMS3ADA8E,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Salaan,Zamboanga City
CATMS3AA17C,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Recodo,Zamboanga City
CATMS3DF98A,2022-12-30,26.21,24.71,27.79,28.35,0.5,83.34,182.34,22.93,Vitali,Zamboanga City
CATMS3E6BAE,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Kasanyangan,Zamboanga City
CATMS3BA24D,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Santa Maria,Zamboanga City
CATMS3B693B,2022-12-30,25.94,24.76,27.89,27.77,0.77,84.92,195.07,24.42,Santa Barbara,Zamboanga City
CATMS378280,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Latuan (Curuan),Zamboanga City
CATMS34F231,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Cabaluay,Zamboanga City
CATMS3681AF,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Guisao,Zamboanga City
CATMS36489D,2022-12-30,25.94,24.69,27.45,27.67,0.59,83.34,187.25,23.79,Dulian (Upper Bunguiao),Zamboanga City
CATMS36BAC1,2022-12-30,25.86,24.59,28.01,27.59,0.74,85.04,189.57,23.95,La Paz,Zamboanga City
CATMS3CA31E,2022-12-30,25.93,24.73,27.39,27.66,0.55,83.45,191.04,24.34,Talon-talon,Zamboanga City
CATMS3CBFA7,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Taluksangay,Zamboanga City
CATMS3B13A0,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,San Jose Gusu,Zamboanga City
CATMS3547CC,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Calabasa,Zamboanga City
CATMS3B85C4,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Santa Catalina,Zamboanga City
CATMS3765F7,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Lapakan,Zamboanga City
CATMS3911FE,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Mercedes,Zamboanga City
CATMS39D9BD,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Patalon,Zamboanga City
CATMS3DA3EF,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Tumaga,Zamboanga City
CATMS33F160,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Arena Blanco,Zamboanga City
CATMS360F8B,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Dita,Zamboanga City
CATMS3CDC30,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Tetuan,Zamboanga City
CATMS38BC63,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Mangusu,Zamboanga City
CATMS3C6A0C,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Talabaan,Zamboanga City
CATMS3C1471,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Sinunoc,Zamboanga City
CATMS37D81B,2022-12-30,25.96,24.77,27.01,27.66,0.74,82.43,187.31,23.9,Lubigan,Zamboanga City
CATMS369E38,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Guiwan,Zamboanga City
CATMS36D74A,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Labuan,Zamboanga City
CATMS3A2F58,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Barangay Zone III (Pob.),Zamboanga City
CATMS3B4CB2,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Sangali,Zamboanga City
CATMS3580DE,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Campo Islam,Zamboanga City
CATMS356455,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Calarian,Zamboanga City
CATMS36F3D3,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Lamisahan,Zamboanga City
CATMS3D8766,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Tulungatung,Zamboanga City
CATMS39F646,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Barangay Zone I (Pob.),Zamboanga City
CATMS37105C,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Landang Gua,Zamboanga City
CATMS3BDB5F,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Sibulao (Caruan),Zamboanga City
CATMS37BB92,2022-12-30,25.86,24.59,28.01,27.59,0.74,85.04,189.57,23.95,Limpapa,Zamboanga City
CATMS3D6ADD,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Tugbungan,Zamboanga City
CATMS384A3F,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Maasin,Zamboanga City
CATMS362C14,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Divisoria,Zamboanga City
CATMS3BBED6,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Santo Niño,Zamboanga City
CATMS3BF7E8,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Sinubung,Zamboanga City
CATMS3EFA5B,2022-12-30,26.11,24.64,27.97,28.13,0.53,83.95,183.95,23.15,Unclaimed Area under Jurisdiction of Zamboanga City,Zamboanga City
CATMS35F302,2022-12-30,25.86,24.73,26.93,27.48,0.7,82.86,184.53,23.44,Curuan,Zamboanga City
CATMS372CE5,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Landang Laum,Zamboanga City
CATMS38D8EC,2022-12-30,26.06,24.81,27.09,27.83,0.78,82.0,190.08,24.36,Manicahan,Zamboanga City
CATMS3CF8B9,2022-12-30,26.57,24.68,28.66,29.22,0.4,83.82,180.16,22.42,Tictapul,Zamboanga City
CATMS379F09,2022-12-30,26.28,24.9,27.64,28.44,0.55,83.07,184.3,23.19,Limaong,Zamboanga City
CATMS3A12CF,2022-12-30,25.81,24.65,27.69,27.48,0.65,84.9,192.0,24.32,Barangay Zone II (Pob.),Zamboanga City
CATMS3E6BAF,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Kasanyangan,Zamboanga City
CATMS3B85C5,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Santa Catalina,Zamboanga City
CATMS39679A,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Pangapuyan,Zamboanga City
CATMS3866C9,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Malagutay,Zamboanga City
CATMS36489E,2022-12-31,26.32,24.79,28.05,28.44,1.56,83.06,215.2,25.5,Dulian (Upper Bunguiao),Zamboanga City
CATMS36D74B,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Labuan,Zamboanga City
CATMS3C1472,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Sinunoc,Zamboanga City
CATMS3DC079,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Tumalutab,Zamboanga City
CATMS352B44,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Cacao,Zamboanga City
CATMS3DF98B,2022-12-31,26.55,24.94,28.41,28.94,1.41,83.05,209.72,25.01,Vitali,Zamboanga City
CATMS3DDD02,2022-12-31,26.79,25.21,28.43,29.41,1.32,82.52,212.25,25.36,Tumitus,Zamboanga City
CATMS3B693C,2022-12-31,26.37,24.51,28.28,28.67,1.45,83.75,220.82,26.17,Santa Barbara,Zamboanga City
CATMS378281,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Latuan (Curuan),Zamboanga City
CATMS382DB7,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Lunzuran,Zamboanga City
CATMS3C4D84,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Taguiti,Zamboanga City
CATMS3ABE06,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Rio Hondo,Zamboanga City
CATMS36BAC2,2022-12-31,26.32,24.54,28.64,28.55,1.44,83.71,216.28,25.42,La Paz,Zamboanga City
CATMS398423,2022-12-31,26.31,24.86,27.6,28.35,1.67,82.71,215.74,25.72,Panubigan,Zamboanga City
CATMS3C30FB,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Tagasilay,Zamboanga City
CATMS3CA31F,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Talon-talon,Zamboanga City
CATMS3D8767,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Tulungatung,Zamboanga City
CATMS34F232,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Cabaluay,Zamboanga City
CATMS356456,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Calarian,Zamboanga City
CATMS388352,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Mampang,Zamboanga City
CATMS39F647,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Barangay Zone I (Pob.),Zamboanga City
CATMS369E39,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Guiwan,Zamboanga City
CATMS372CE6,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Landang Laum,Zamboanga City
CATMS36F3D4,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Lamisahan,Zamboanga City
CATMS3BF7E9,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Sinubung,Zamboanga City
CATMS3BBED7,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Santo Niño,Zamboanga City
CATMS37F4A5,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Lumayang,Zamboanga City
CATMS3AF718,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,San Jose Cawa-cawa,Zamboanga City
CATMS359D68,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Canelar,Zamboanga City
CATMS3D4E55,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Tolosa,Zamboanga City
CATMS3EDDD3,2022-12-31,26.32,24.54,28.64,28.55,1.44,83.71,216.28,25.42,Pasonanca Natural Park under Jurisdiction of Zamboanga City,Zamboanga City
CATMS3D6ADE,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Tugbungan,Zamboanga City
CATMS340DEA,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Ayala,Zamboanga City
CATMS3ADA8F,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Salaan,Zamboanga City
CATMS3765F8,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Lapakan,Zamboanga City
CATMS38112E,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Lumbangan,Zamboanga City
CATMS3AA17D,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Recodo,Zamboanga City
CATMS384A40,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Maasin,Zamboanga City
CATMS34D5A9,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Busay (Sacol Island),Zamboanga City
CATMS34800E,2022-12-31,26.31,24.86,27.6,28.35,1.67,82.71,215.74,25.72,Bolong,Zamboanga City
CATMS3580DF,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Campo Islam,Zamboanga City
CATMS366527,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Dulian (Upper Pasonanca),Zamboanga City
CATMS38F576,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Mariki,Zamboanga City
CATMS39A0AC,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Pasilmanta (Sacol Island),Zamboanga City
CATMS3D31CC,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Tigtabon,Zamboanga City
CATMS3911FF,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Mercedes,Zamboanga City
CATMS3A686B,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Putik,Zamboanga City
CATMS349C97,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Buenavista,Zamboanga City
CATMS37496F,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Lanzones,Zamboanga City
CATMS33F161,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Arena Blanco,Zamboanga City
CATMS3EC14A,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Zambowood,Zamboanga City
CATMS3681B0,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Guisao,Zamboanga City
CATMS3CBFA8,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Taluksangay,Zamboanga City
CATMS3446FC,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Baluno,Zamboanga City
CATMS38D8ED,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Manicahan,Zamboanga City
CATMS3EA4C1,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Victoria,Zamboanga City
CATMS34B920,2022-12-31,26.32,24.7,28.12,28.45,1.55,83.21,216.01,25.57,Bunguiao,Zamboanga City
CATMS3E4F26,2022-12-31,26.91,25.0,29.2,29.75,1.26,83.02,206.33,24.61,Licomo,Zamboanga City
CATMS3A12D0,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Barangay Zone II (Pob.),Zamboanga City
CATMS3CF8BA,2022-12-31,26.91,25.0,29.2,29.75,1.26,83.02,206.33,24.61,Tictapul,Zamboanga City
CATMS3E8838,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Pasobolong,Zamboanga City
CATMS35F303,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Curuan,Zamboanga City
CATMS3B302A,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,San Roque,Zamboanga City
CATMS3E329D,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Camino Nuevo,Zamboanga City
CATMS37BB93,2022-12-31,26.32,24.54,28.64,28.55,1.44,83.71,216.28,25.42,Limpapa,Zamboanga City
CATMS362C15,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Divisoria,Zamboanga City
CATMS3BA24E,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Santa Maria,Zamboanga City
CATMS346385,2022-12-31,26.36,24.64,27.96,28.52,1.65,83.01,218.4,25.89,Boalan,Zamboanga City
CATMS394B11,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Pamucutan,Zamboanga City
CATMS389FDB,2022-12-31,26.44,24.82,27.5,28.62,1.91,82.24,220.45,26.26,Manalipa,Zamboanga City
CATMS35B9F1,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Cawit,Zamboanga City
CATMS342A73,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Baliwasan,Zamboanga City
CATMS3A2F59,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Barangay Zone III (Pob.),Zamboanga City
CATMS3CDC31,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Tetuan,Zamboanga City
CATMS360F8C,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Dita,Zamboanga City
CATMS350EBB,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Cabatangan,Zamboanga City
CATMS3547CD,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Calabasa,Zamboanga City
CATMS3DA3F0,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Tumaga,Zamboanga City
CATMS3A84F4,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Quiniput,Zamboanga City
CATMS3C8696,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Talisayan,Zamboanga City
CATMS3E1614,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Capisan,Zamboanga City
CATMS392E88,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Muti,Zamboanga City
CATMS3D1543,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Tigbalabag,Zamboanga City
CATMS38BC64,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Mangusu,Zamboanga City
CATMS35D67A,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Culianan,Zamboanga City
CATMS3A4BE2,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Barangay Zone IV (Pob.),Zamboanga City
CATMS37D81C,2022-12-31,26.31,24.86,27.6,28.35,1.67,82.71,215.74,25.72,Lubigan,Zamboanga City
CATMS379F0A,2022-12-31,26.63,25.09,28.16,29.06,1.39,82.53,212.49,25.37,Limaong,Zamboanga City
CATMS3C6A0D,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Talabaan,Zamboanga City
CATMS39BD35,2022-12-31,26.29,24.44,28.34,28.48,1.51,83.67,218.43,25.75,Pasonanca,Zamboanga City
CATMS3BDB60,2022-12-31,26.19,24.88,27.61,28.14,1.56,83.08,213.11,25.41,Sibulao (Caruan),Zamboanga City
CATMS37105D,2022-12-31,26.42,24.83,27.59,28.56,1.79,82.35,218.37,26.02,Landang Gua,Zamboanga City
